Address,Listing Title / Heading,postcode,Rent $ First Listed,Rent $ Per Month/Weak,Date Property Removed,Agency Name,Agent_address,listing_link,Contact Number,Features,Property Description
"F1, Franklin Road, Harrogate, HG1 5ED",1 bedroom ground floor flat to rent,HG1,£580 pcm (£134 pw),£580 pcm (£134 pw),Availability date: 3 Sep 2020,FSS Feather Smailes Scales - Harrogate,"8 Raglan Street, Harrogate, HG1 1LE",https://www.onthemarket.com/details/9008833/, 01423 578944,"['Ground Floor Apartment', '1 Reception Room, 1 Large Double Bedroom, 1 Bathroom', 'Town Centre Location', 'Gas Fired Central Heating', 'Telephone Entry System', 'Bus and Rail Stations Close By']","['','Description','','Aspacious,groundfloorapartment,with1largedoublebedroomandhasthebenefitofgasfiredcentralheatingthroughout,burglaralarmandtelephoneentrysystem.Thepropertyhasamodernkitchenandbathroom-pleasenotethebathroomwillberedecoratedpriortoanewtenancycommencing.\xa0','Location','','Thepropertyislocatedveryclosetothetowncentre,withineasyreachofthebusandrailwaystations,shopsandamenities.\xa0']"
"Crescent Road, Harrogate",1 bedroom apartment to rent,HG1,£750 pcm (£173 pw),£750 pcm (£173 pw),Availability date: 25 Sep 2020,Nicholls Tyreman - Harrogate,"9 Albert Street, Harrogate, HG1 1JX",https://www.onthemarket.com/details/9010940/, 01423 578945,"['One bedroom apartment', 'Fully furnished', 'Town centre location', 'Stunning views of Crescent Gardens', 'Parking permit available from the council']","['Abeautifullypresentedonebedroom,furnishedapartment,locatedintheheartofHarrogatetowncentre.','ThegoodsizedapartmentbenefitsfromviewsoftheadjacentCrescentGardensandofferslightandairyaccommodationwithhighqualityfixturesandfittings.','Theaccommodationcomprises,communalentrancehallwithstairstothesecondfloor,privateentrancehallwithstoragecupboard,largelivingroomwithdiningareaandkitchenwitharageofwallmountedcupboards,baseunitsanddrawers,electricoven,hob,integratedfridge/freezer,dishwasherandwashingmachinebedroomwithfittedwardrobesandhousebathroomwithpanelledbath,showercubicle,wcandbasin.','Onstreetparkingisavailablenearby,withpermitsavailablethroughHarrogateBoroughCouncil.','EntranceHall','-','Living/DiningArea','-5.3x3.8(17\'4""x12\'5"")-','Kitchen','-2.4x2.2(7\'10""x7\'2"")-','Bathroom','-2.3x2(7\'6""x6\'6"")-','Bedroom','-6.1x3.6(20\'0""x11\'9"")-','Directions','-HG12RG-Fromthetown,godownMontpellierHilltotheCrownHotelroundabout,gostraightoverpastthePumpRoomsandtheentrancetotheValleyGardens.ThepropertyisthensituatedonthecornerofCrescentRoadandSwanRoad.','TermsOfTenancy','-Thepropertyisofferedonanassuredshortholdtenancyagreementforaminimumofsixmonths.','Areturnablebondof£865isrequiredtobeheldforthedurationofthetenancy.','Therentisexclusiveofservices.','Nosmokers,nopets.','CouncilTaxBandD-£1,947.85','Available25thSeptember2020','']"
"DIAMOND PLACE, HG1 4QH",2 bedroom terraced house to rent,HG1,£725 pcm (£167 pw),£725 pcm (£167 pw),Available now,Linley & Simpson - Harrogate,"11a Princes Square, Harrogate, HG1 1ND",https://www.onthemarket.com/details/4157485/, 01423 578951,"['BRAND NEW KITCHEN', 'CONVENIENT LOCATION', 'NEUTRAL DECOR', 'MODERN BATHROOM', 'ENCLOSED PATIO', 'TWO DOUBLE BEDROOMS']","['BeautifullyrefurbishedandconvenientlylocatedTWODOUBLEBEDROOMMIDTERRACEHOUSEpositionedonaquietroadinStarbeck,5-10minuteswalktoStarbeckTrainStationandtheHighStreet.ThepropertyisUNFURNISHEDandcomprisesof:entranceintosquareshapedlivingroom,brandnewopenplankitchenwithbreakfastbar,builtinelectricovenwithgashobs,downstairsmodernbathroomwithshoweroverbath,firstfloor,twospaciousdoublebedrooms.Outsidethereisapatioarea.Plumbingforawashingmachinebutnowashingmachineprovided.','STRICTLYNOSMOKERS,PETSCONSIDERED','Deposit:£830EnergyEfficiencyRating:D']"
"THE OLD POLICE STATION, NORTH PARK ROAD, HARROGATE, HG1 5DY",2 bedroom apartment to rent,HG1,"£1,500 pcm (£346 pw)","£1,500 pcm (£346 pw)",Availability date: 4 Sep 2020,Linley & Simpson - Harrogate,"11a Princes Square, Harrogate, HG1 1ND",https://www.onthemarket.com/details/2268749/, 01423 578951,"['STUNNING DEVELOPMENT', 'TWO DOUBLE BEDROOMS', 'FINISHED TO HIGH STANDARD', 'PRIVATE PARKING', 'LIGHT & NEUTRAL', 'STUDY', 'GARDEN AND PATIO AREA', 'GROUND FLOOR', 'SELECT PROPERTY', 'UNFURNISHED']","['ImmaculatelypresentedTWODOUBLEBEDROOMGROUNDFLOORAPARTMENTinTheOldPoliceStationwhichisastunningdevelopmentofferingacollectionofcharacterfulapartmentsandhousescreatedwithinaGradeIIlistedbuilding,allpropertieshavethebenefitofSECUREPARKINGwithinthegatedgrounds.ThepropertyisUNFURNISHEDandcomprises:Communalentrancewithengineeredoakflooring,privateentranceopeningupintotheapartment,hallwayleadingtothebeautifullyfinishedopenplankitchen,diningandlivingroom,kitchenhasbeenlocallybuiltandhandcraftedwithgraniteworktopsandsoftcloseunitdoors,doorfromtheloungeleadsouttothelandscapedgardenwithsmallpatioarea,studywithbuiltindeskandusefulstoragecupboard,masterbedroomwithhighqualityen-suitebathroomandbuiltinwardrobe,seconddoublebedroomwithbuiltinwardrobe,houseshowerroomfinishedtoanexcellentstandard.Whitegoodstoinclude:Stainlesssteelsingleoven,electricinductionhobs,integrateddishwasher,fridgefreezer,plumbingforawashingmachine.CompatibleSky+HDpointstolivingroomwithdistributiontothebedrooms.Otherfeaturesinclude:highqualitylandscapedpublicareasaroundthedevelopment,cyclestorage,electronicgatedentrancewithaudio&visualcontrolsfromeachproperty,electronicaccesscontroltocommunalbuildingwithaudio&visualsystems.','Sorrynopetsorsmokers.','Deposit:£1725\t\t\tEnergyEfficiencyRating:C','']"
FRANKLIN ROAD. HARROGATE. HG1 5EE,2 bedroom apartment to rent,HG1,£750 pcm (£173 pw),£750 pcm (£173 pw),Available now,Linley & Simpson - Harrogate,"11a Princes Square, Harrogate, HG1 1ND",https://www.onthemarket.com/details/1769217/, 01423 578951,"['GREAT LOCATION', 'MODERN', 'SPACIOUS', 'FIRST FLOOR', 'TWO DOUBLE BEDROOMS', 'FRESHLY DECORATED', 'OPEN PLAN LOUNGE AND KITCHEN AREA']","[""BeautifullypresentedtwobedroomapartmentlocatedinoneofHarrogate'smostdesirablelocationswithinwalkingdistancetotheTownCentreandarangeoflocalamenitiesincludingshops,cafes,barsandwithincloseproximitythetrainstation.ThepropertyisUNFURNISHEDandcomprisesof:communalentrance,entrancehall,masterbedroomwithwardrobes,seconddoublebedroom,openplanloungeandkitchenareafinishedtoahighstandardwithintegratedappliances,modernbathroomwithseparatewalk-inshower.Appliancestoincludeslimlinedishwasher,washingmachineandfridgefreezer.Propertywillbefullyredecoratedthroughout.Fullydoubleglazed."",'Sorrynosmokers,petsorchildren','Deposit:£860EnergyEfficiencyRating:C']"
 KENT ROAD HARROGATE HG1 2LJ,2 bedroom flat to rent,HG1,"£1,200 pcm (£277 pw)","£1,200 pcm (£277 pw)",Availability date: 1 Sep 2020,Linley & Simpson - Harrogate,"11a Princes Square, Harrogate, HG1 1ND",https://www.onthemarket.com/details/5938349/, 01423 578951,"['STUNNING TOP FLOOR APARTMENT', 'FABULOUS VIEWS', 'BALCONY', 'SOGHT AFTER LOCATION', 'OFF ROAD PARKING FOR TWO CARS', 'SPACIOUS THROUGHOUT', 'TWO DOUBLE BEDROOMS', 'TWO EN SUITES', 'LIFT ACCESS', 'UNFURNISHED']","['TWODOUBLEBEDROOMSECONDFLOORAPARTMENTinthehighlydesirableduchyareaofHarrogate,theapartmentispartofaConversionofaGrandVictorianVillaonKentRoadsetinspaciousgroundswithanoffroadprivateresidentscarparktothefront,stylishkitchen&bathrooms,neutraldecor&carpets.ThepropertyisofferedUNFURNISHEDandcomprises:Communalentrancehall,liftforupperfloors,privateentrancehall,fabulousL-shapedopenplanlivingroom,stylishkitchenwithgraniteworksurfacesandfullyintegratedappliances,diningarea,masterbedroomwithstunningen-suite,seconddoublebedroom,housebathroomwithshoweroverbath.Appliancestoinclude:Fridgefreezer,washingmachine,dishwasher,gashob.Thepropertyhastwoallocatedparkingspaces,gascentralheatinganddoubleglazing.','SORRYNOPETSORSMOKERS','Deposits:£1380\tEnergyEfficiencyRating:E','']"
"WENTWORTH COURT, HARROGATE, HG2 0EL",3 bedroom apartment to rent,HG2,"£1,975 pcm (£456 pw)","£1,975 pcm (£456 pw)",Availability date: 9 Sep 2020,Linley & Simpson - Harrogate,"11a Princes Square, Harrogate, HG1 1ND",https://www.onthemarket.com/details/5326181/, 01423 578951,"['STUNNING THREE BED APARTMENT', 'BALCONY', 'WONDERFUL VIEWS', 'STRAY FACING', 'THREE DOUBLE BEDROOMS', 'DOUBLE GARAGE', 'UNFURNISHED', 'SOUGHT AFTER LOCATION', 'SPACIOUS AND LIGHT', 'EN SUITE']","['StunningTHREEDOUBLEBEDROOM,FOURTHFLOORAPARTMENTwithBALCONYandDOUBLEGARAGE,spaciousthroughoutwithwonderfulviewsoverTheStray.ThepropertyisofferedUNFURNISHEDandcomprisesof:attractivecommunalentrance,liftaccesstofourthfloor,spaciousprivatereceptionhallwithusefulstoragecupboardandcloakroomwithwc,openplanlivingroom/diningroomwithbalconyandviewsovertheStray,separatekitchenwithappliances,principlebedroomwithextensivefittedwardrobes,ensuitebathroomandaccessontobalcony,seconddoublebedroom,thirddoublebedroomwithbuiltinstoragecupboard,modernshowerroomfinishedtohighstandard.Appliancestoinclude:fridgefreezer,dishwasher,washerdryer,electricovenandhobs.Extrastorageareaandrubbishshootarelocatedonthesamefloorinthecommunalarea.Outsidethereisadoublegaragewithelectricupandoverdoor.Furtherparkingtothefrontofthedevelopmentisavailableonafirstcomefirstservebasis.','Sorrynopets,nosmokers','Deposit:£2270EnergyEfficiencyRating:D']"
"VALLEY DRIVE, HARROGATE, HG2 0JL",2 bedroom penthouse to rent,HG2,"£1,195 pcm (£276 pw)","£1,195 pcm (£276 pw)",Available now,Linley & Simpson - Harrogate,"11a Princes Square, Harrogate, HG1 1ND",https://www.onthemarket.com/details/4575028/, 01423 578951,"['PENTHOUSE APARTMENT', 'SPACIOUS', 'DOUBLE BEDROOMS', 'BUILT IN WARDROBES', 'EN SUITE', 'SUPERB LOCATION', 'UNFURNISHED', 'DIRECT LIFT ACCESS INTO APARTMENT', 'LOVELY VIEWS', 'NEUTRAL DECOR']","['FabulousPENTHOUSEAPARTMENTwithdirectliftaccess,excellentstorage,amazingviewsoverValleyGardens,2DOUBLEBEDROOM,2BATHROOMSsituatedontheprestigiousValleyDriveideallylocatedwithin5minutewalktothetowncentreandtheexcellentfacilitiesonColdBathRoad.Thepropertyismodernandspaciousthroughoutwithawowfactorfronttobacklivingroom,offeredUNFURNISHEDtheaccommodationcomprises:communalentrancehall,privateliftaccessdirectlytotheapartment,privateentrancedoor,spacioushallwaywithtwolargestoragecupboards,openplanlightandairykitchenwithbreakfastbarandgraniteworktops,integratedelectricoven,halogenhob,dishwasher,washingmachineandfridge/freezer,livingspacewithampleroomfordiningtable,twodoublebedrooms,onewithluxuryensuitewithwalkinshowerandfittedwardrobes,secondhasfurtherextensivebuiltinwardrobes,separatehousebathroom.Neutraldecorthroughoutandwoodenfloors.Electricheating,anddoubleglazingandvideophoneentrysystem.Permitparking.','NOPETS','Deposit:£1370EnergyEfficiencyRating:D']"
"Oakdale Glen, Harrogate",1 bedroom apartment to rent,HG1,£595 pcm (£137 pw),£595 pcm (£137 pw),Availability date: 1 Sep 2020,Myrings Estate Agents - Harrogate,"10 Princes Square, Harrogate, HG1 1LX",https://www.onthemarket.com/details/9037550/, 01423 578942,"['ONE DOUBLE BEDROOM', 'OFF STREET PARKING SPACE', 'OWN PRIVATE ENTRANCE', 'MODERN KITCHEN', 'QUIET LOCATION', 'DUCHY ESTATE']","['','Awellpresented,modern,selfcontained,onebedroomfirstfloorapartmentlocatedinthehighlysoughtafterareaofOakdaleontheDuchyestate.','.','Theprivateentrancewithspaceforcoatandbootstorageascendstothefirstfloorhallwaywhichopenstoareceptionroomlargeenoughtoincorporatediningspace.Themodernfittedkitchenhasarangeofbaseandwallunits,integratedwashingmachine,electricovenandhobwithextractorfanover.Thereisonegoodsizeddoublebedroomwithbuiltinwardrobesanddressingtableandthehousebathroomwhichhasbathwithmainsshowerover,w/candsinkwithdrawerspaceunder.','Outsidethereisanallocatedparkingspace.','Directions','-FromHarrogatetowncentreproceedalongtheA61RiponRoadturningleftintoKentRoad.ContinuealongKentRoadturningrightintoOakdaleandthenrightagainintoOakdaleGlen.Followtheroadtotheendwherethepropertycanbefoundonthelefthandside.','Viewing','-StrictlybyappointmentthroughMyrings-Telephone[useContactAgentButton]','[useContactAgentButton]',""Youmaydownload,storeandusethematerialforyourownpersonaluseandresearch.Youmaynotrepublish,retransmit,redistributeorotherwisemakethematerialavailabletoanypartyormakethesameavailableonanywebsite,onlineserviceorbulletinboardofyourownorofanyotherpartyormakethesameavailableinhardcopyorinanyothermediawithoutthewebsiteowner'sexpresspriorwrittenconsent.Thewebsiteowner'scopyrightmustremainonallreproductionsofmaterialtakenfromthiswebsite."",'']"
"ALBANY ROAD, HARROGATE, HG1 4NS",3 bedroom terraced house to rent,HG1,£850 pcm (£196 pw),£850 pcm (£196 pw),Availability date: 15 Sep 2020,Linley & Simpson - Harrogate,"11a Princes Square, Harrogate, HG1 1ND",https://www.onthemarket.com/details/9032801/, 01423 578951,"['SPACIOUS THREE BEDROOM HOUSE', 'CONVENIENT LOCATION', 'UNFURNISHED', 'NEUTRAL DECOR', 'TWO RECEPTION ROOMS']","['Spaciousthreebedroommidterracehousewithlightandneutraldecorthroughout,spaceatthebackforacarandlocatedwalkingdistancefromconveniencesand5minutedriveintoHarrogatetowncentre.ThepropertyisUNFURNISHEDandcomprises,entrancehall,largelounge,diningroom/secondreceptionroom,separatekitchenwith5ringgasoven,rearpatiolargeenoughtoparkacarifdesired/amplespacefortableandchairs,stairsto1stfloor,housebathroomwithsoweroverbath,smallthirdbedroomsuitableforasinglebedandwardrobeORahomeoffice,doublebedroomwithspacefora4\'6""doublebedandawardrobesandsmallbedsidecabinet,largemasterbedrooom.','SORRYNOSMOKERS,NOPETS','DEPOSIT:£975EnergyEfficiencyRating:D']"
"Beech Grove, Harrogate",3 bedroom apartment to rent,HG2,"£1,950 pcm (£450 pw)","£1,950 pcm (£450 pw)",Available now,Nicholls Tyreman - Harrogate,"9 Albert Street, Harrogate, HG1 1JX",https://www.onthemarket.com/details/7803935/, 01423 578945,"['* 50% OFF FIRST MONTHS RENT *', 'Three double bedrooms', 'Balcony overlooking The Stray', 'Highly sought after location', 'Three Bathrooms', 'Modern interior', 'Communal Rear Garden']","['*50%OFFFIRSTMONTHSRENT*','Abeautifullypresented,threebedroompenthouseapartment,withhighqualityfixturesandfittingsandmagnificentviewsoftheStray.','Thepropertybenefitsfromdesignerradiators,doubleglazingandcomprises;Communalentrancewithstairstothesecondfloor,receptionhallwithfittedcupboards,openplanlivingroomwithgasfireandFrenchdoorsleadingtothebalconyoverlookingtheStray,kitchenwithgraniteworktops/breakfastbar,fullyintegratedoven,microwave,fridge/freezer,dishwasherandfiveringgashob.Bedroomonewithfittedwardrobesandluxuryen-suitebathroomwithunderfloorheatingandsteamshower,bedroomtwowithfittedwardrobesanden-suitebathroom,bedroomthreewithstoragecupboardsandhousebathroomwithutilitycupboard.','ReceptionHall','-','Kitchen/Dining/LivingRoom','-7x5.5(22\'11""x18\'0"")-','BedroomOne','-5.5x5(18\'0""x16\'4"")-','BedroomOneEnsuite','-2.9x2.1(9\'6""x6\'10"")-','BedroomTwo','-4.5x3.7(14\'9""x12\'1"")-','BedroomTwoEnsuite','-2.1x2(6\'10""x6\'6"")-','BedroomThree','-4.4x3.3(14\'5""x10\'9"")-','Bathroom','-2.5x2(8\'2""x6\'6"")-','Outside','-Thereisawellmaintainedcommunalgardentotherearoftheproperty,alongwithagarageandparkingspace.','Direction','-HG20EX-FromHarrogatetakeOtleyRoadatthePrinceofWalesRoundaboutandtakethefirstrightontoBeechGrove.','TermsOfTenancy','-Thepropertyisofferedonanassuredshortholdtenancyagreementforaminimumofsixmonths.','Areturnablebondof£2,250isrequiredtobeheldforthedurationofthetenancy.','Therentisexclusiveofservices.','Nosmokersorpets.','CouncilTaxBandE-£2,296.71','Availablenow.','']"
"Chapman Square, Harrogate",2 bedroom apartment to rent,HG1,£895 pcm (£207 pw),£895 pcm (£207 pw),Availability date: 10 Sep 2020,Nicholls Tyreman - Harrogate,"9 Albert Street, Harrogate, HG1 1JX",https://www.onthemarket.com/details/9046124/, 01423 578945,"['Two bedroom ground floor flat', 'Double glazing & central heating', 'Two parking spaces', 'Close to the Valley Gardens & the town centre']","['AwellpresentedtwobedroomgroundfloorapartmentsetintheexclusiveChapmanSquaredevelopment,locatedclosetotheValleyGardensandHarrogatetowncentre.','Thepropertybenefitsfromgascentralheating,doubleglazingandcomprises:Communalentrancewithvideoentrysystem,privateentrancehallwithgoodsizedstoragecupboards,livingroomwithbaywindow,breakfastkitchenwitharangeofwallmountedcupboards,baseunitsanddrawers,electricovenandhob,washingmachine,dishwasherandfridge/freezer,masterbedroomwithbuiltinwardrobesanden-suiteshowerroom,bedroomtwowithbuiltinwardrobeandhousebathroom.','GroundFloor','-','EntranceHall','-2.69mx2.01m(8\'10""x6\'7"")-','LivingRoom','-5.92m(intobay)x3.12m(19\'5""(intobay)x10\'3""-','BreakfastKitchen','-3.25mx2.59m(10\'8""x8\'6"")-','BedroomOne','-4.67mx3.12m(15\'4""x10\'3"")-','En-SuiteShowerRoom','-2.69mx1.57m(8\'10""x5\'2"")-','BedroomTwo/DiningRoom','-3.61mx2.82m(11\'10""x9\'3"")-','HouseBathroom','-2.67mx1.68m(8\'9""x5\'6"")-','Outside','-Theapartmentstandswithinimmaculatelykeptcommunalgardensandbenefitsfromtwoparkingspaces.','DIRECTIONS-HG12SQ','FromHarrogategodownMontpellierandstraightacrosstheCrownHotelroundaboutandpasttheentrancetotheValleyGardens.TurnleftintoCornwallRoadwhereChapmanSquareisaturningonthelefthandside.','TermsOfTenancy','-Thepropertyisofferedonanassuredshortholdtenancyagreementforaminimumofsixmonths.','Areturnablebondof£1,030isrequiredtobeheldforthedurationofthetenancy.','Therentisexclusiveofservices.','Nosmokersorpets.','CouncilTaxBandE£2,380.71','Available10thSeptember2020','']"
"Dragon Avenue, Harrogate, North Yorkshire",4 bedroom terraced house to rent,HG1,"£1,400 pcm (£323 pw)","£1,400 pcm (£323 pw)",Availability date: 8 Sep 2020,Myrings Estate Agents - Harrogate,"10 Princes Square, Harrogate, HG1 1LX",https://www.onthemarket.com/details/9053898/, 01423 578942,"['PET CONSIDERED', 'FOUR DOUBLE BEDROOMS', 'TWO BATHROOMS', 'MASTER WITH ENSUITE AND DRESSING AREA', 'CLOSE TO TOWN', 'ENCLOSED REAR PATIO GARDEN']","['',""ThisdesirableVictorianterracedpropertyislocatedwithinashortwalkofHarrogate'stowncentreandoffersspaciousandmodernaccommodationandabeautifulenclosedrearpatiogarden."",'Thepropertyisarrangedoverthreefloorsandofferstworeceptionroomstothegroundfloor,modernkitchenandaccesstotheenclosedpatiogardentotherear.Tothefirstfloortherearetwodoublebedrooms,stylishhousebathroomandseparateWC.Thesecondfloorhastwofurtherdoublebedrooms,onewithen-suiteWCandbasinandtheprinciplewithdressingareaanden-suiteshowerroomwithJackandJillsinks.','Thereisanattractivefrontgardenandabeautifulpresentedrearpatiogardenwithstorageshedandspaceforseatingarea.','Directions',""-FromHarrogate'stowncentreproceedoverStationBridgeturningleftattheroundaboutintoEastParade.ContinuetothenextroundaboutandgostraightoverintoDragonParade.BearleftatthenextminiroundaboutintoDragonRoadandsecondrightturnintoDragonAvenuewherethepropertycanbefoundattheendontherighthandside."",'Viewing','-StrictlybyappointmentthroughMyrings-Telephone[useContactAgentButton].','[useContactAgentButton]',""Youmaydownload,storeandusethematerialforyourownpersonaluseandresearch.Youmaynotrepublish,retransmit,redistributeorotherwisemakethematerialavailabletoanypartyormakethesameavailableonanywebsite,onlineserviceorbulletinboardofyourownorofanyotherpartyormakethesameavailableinhardcopyorinanyothermediawithoutthewebsiteowner'sexpresspriorwrittenconsent.Thewebsiteowner'scopyrightmustremainonallreproductionsofmaterialtakenfromthiswebsite."",'']"
"RIPON ROAD, HARROGATE, HG1 2JA",2 bedroom apartment to rent,HG1,£975 pcm (£225 pw),£975 pcm (£225 pw),Available now,Linley & Simpson - Harrogate,"11a Princes Square, Harrogate, HG1 1ND",https://www.onthemarket.com/details/2551656/, 01423 578951,"['FINISHED TO A HIGH SPECIFICATION', 'GOOD LINKS TO LEEDS, YORK & MOTORWAY NETWORKS', 'NEUTRAL TONES THROUGHOUT', 'VIDEO ENTRY PHONE', 'ENSUITE TO MASTER BEDROOM', 'BOSCH DISHWASHER & WASHING MACHINE', 'LANDSCAPED COMMUNAL GARDENS', 'PARKING SPACE WITH EACH APARTMENT']","['AbeautifullypresentedTWOBEDROOMGROUNDFLOORAPARTMENTsituatedwithintheVilliersCourtbuildingwhichformspartofaprestigiousresidentialdevelopmentfromtheDuchyofLancastercontaining13apartments.ThedevelopmentislocatedonRiponRoadandisclosetoHarrogatetowncentre’sshops,barsandrestaurants,withinwalkingdistanceofthetrainstationandhasgoodlinkstothemotorwaysystem.TheapartmentisUNFURNISHEDandcomprises:Privateentrancedoorfromthecommunalarealeadingintothehallway,offthehallwayisaspaciousopenplanlivingareawithabeigehighglossfittedkitchenwithdarklaminateworksurfaces,frontfacingdoublebedroomwithen-suitebathroomwithawhitesuiteandshowercubicle,seconddoublebedroom,spaciousbathroomhasawhitebasin,toiletandshoweroverthebathwithglassshowerscreen.Whitegoodstoinclude:Oven,Boschhob,extractorfan,Boschwasherdryeranddishwasher.Thepropertybenefitsfromhighqualityfixturesandfittings,gascentralheating,doubleglazing,telephonevideoentrysystemandhas1privateallocatedparkingspace.','Sorrynopets.','Deposit:£1120\t\tEnergyEfficiencyRating:B','']"
"DRAGON AVENUE, HARROGATE, HG1 5DT",1 bedroom apartment to rent,HG1,£495 pcm (£114 pw),£495 pcm (£114 pw),Available now,Linley & Simpson - Harrogate,"11a Princes Square, Harrogate, HG1 1ND",https://www.onthemarket.com/details/1524608/, 01423 578951,"['TOP FLOOR FLAT', 'ONE BEDROOM', 'BUILT IN WARDROBE', 'SEPARATE KITCHEN', 'LIGHT AND AIRY', 'GREAT LOCATION']","['TopflooronebedroomapartmentveryclosetoHarrogatetowncentre,walkingdistancetotrainstationandallamenities.ThepropertyisUNFURNISHEDandcomprises:communalentrancefromgroundfloor,stairsto1stfloor,privateentranceintoproperty,stairsuptotopfloor,lightandairybathroom,doublebedroom,doorthroughtoloungewhichisagoodsizeoverlookingthefrontoftheproperty,separategalleykitchenwithplentyofcupboards.Appliancestoincludeelectricovenandhobs,undercounterfridge,washingmachine.','Availablefor6monthtenancytobeginwith.','EnergyEfficiencyRating:EDeposit:£565']"
"DEVONSHIRE PLACE, HARROGATE, HG1 4AA",2 bedroom apartment to rent,HG1,£850 pcm (£196 pw),£850 pcm (£196 pw),Available now,Linley & Simpson - Harrogate,"11a Princes Square, Harrogate, HG1 1ND",https://www.onthemarket.com/details/8794615/, 01423 578951,"['GROUND FLOOR APARTMENT', 'HIGH CEILINGS, NICE FEATURES', 'ALLOCATED PARKING', 'GENEROUS ROOM DIMENSIONS', 'SOUGHT AFTER LOCATION', 'UNFURNISHED']","['SuperbGROUNDFLOORTWOBEDROOMAPARTMENTsituatedinHighHarrogateashortwalkfromthetowncentrewithONEALLOCATEDPARKINGSPACE.ThepropertyoccupiesthegroundfloorofanattractiveperiodpropertyandisofferedUNFURNISHEDcomprising:spaciouscommunalentrance,privateentranceintoinnerreceptionhall,fabulouslargelivingroomwithhighceilingsandlargewindow,separatekitchenwithappliances,mainbedroomwithgoodsizewardrobe,secondsmallerdoublebedroom,housebathroomwithwhitesuite,showeroverbathandsaniflowwc.Outsiderthereisanallocatedparkingspacetotherearofthebuilding.Appliancestoinclude:fridgewithfreezercompartment,dishwasher,washerdryer,electricovenandgashobs.','Sorrypetsnotpermitted,nosmokers','Deposit:£975']"
"Mount Parade, Harrogate HG1",1 bedroom house share to rent,HG1,£530 pcm (£122 pw),£530 pcm (£122 pw),Available now,The House Share Company,"Unit 409 Birch Park, St, Thorp Arch Est, Wetherby, LS23 7FG",https://www.onthemarket.com/details/8610705/, 01937 205538,"['Large room', 'Fully furnished']","['','WehaveareallylargedoubleroomavailableinthisamazinghouseshareonMountParadeinHarrogate.','Eachfloorhas3fullyfurnisheddoublebedrooms,afullyequippedkitchen(incadishwasher)andashowerroom,soalthoughthisisa9bedhouseshare,itsabitlikejustsharingwith2otherpeople,onlywiththegreatfacilitiesandthelargeroomsizesofabiggerandbetterhouseshare.',""Ofcourse,there'salsoacomfyTVLoungewith50inchcableTVandenoughseatingforeveryoneinthehouseifyou'refeelingsociable."",""There'salaundryroomwithtwowashingmachinesandatumbledryer,allincludedinyourrent.Plusnocounciltax,noelectricitybills,nogasbills,nowater,nobroadbandtopayforandaregularcleanerforthecommunalareas!"",""Itcouldn'tbeanyeasierforyoutojustmoveinandmakethemostoftheseallinclusiveroomsandofcoursethehouseandkitchensarefullyfurnishedandequippedforyoutoo!"",'Ifyoucannotcomeandvisitthispropertysoon,whynotaskforawhatsapporSkypevideoviewingtotakeatourfromthecomfortofyourownofficeorhome,easierthantravelling!','NOAGENCYFEES.Justamonthsrentanddepositandtheroom(andhouse)areallreadyforyoutomoveinandenjoythegreatfacilitiesandcentrallocation.','']"
"Station Bridge, Harrogate, HG1",2 bedroom flat to rent,HG1,£750 pcm (£173 pw),£750 pcm (£173 pw),Available now,Belvoir - Harrogate,"3 Princes Square, Harrogate, North Yorkshire, HG1 1ND",https://www.onthemarket.com/details/8811214/, 01423 578239,"['Newly decorated & carpeted', 'Fantastic spacious living room with Juliet balcony', 'Modern kitchen with appliances', 'Additional office room', 'Double bedroom with en-suite', 'Town centre location', 'Close to the Stray']","['*DEPOSITTAKEN*Amodernandveryspacioustwobedroomtopfloortowncentreapartmentwhichhasbeennewlydecoratedandcarpetedthroughout.*ADDITIONALOFFICEROOM*','Thepropertycomprises-','Hallwaywithdoorentryphoneandstoragecupboard','Fantasticspaciouslivingroom22\'4""x11\'5""withJulietbalcony,niceviewsandplentyofroomforadiningtableandchairs','Additionalofficeroom8\'4""x6\'6""withbuiltinstorage','Modernkitchenwithwoodeffectunits,oven,newelectrichob,integrateddishwasherandfridgepluscupboardwithwashingmachine','Tiledshowerroom','Doublebedroom10\'7""x9\'9""withbuiltinstoragecupboardsandEn-suitebathroom','Seconddoublebedroom11\'7""x9\'2""witharangeofbuiltincupboards','Doubleglazedwindows.Newelectricheaterstomostrooms','CounciltaxbandB.EPCD','*Nopets*','*Initialtermof12months*','']"
